P1_001N,P13_001N,P11_001N,P11_002N,P11_005N,P11_006N,P11_008N,geo_id
14,53.0,13,0,5,5,1,421010060004012
54,22.5,34,3,0,25,5,421010060004013
97,33.1,84,2,9,63,9,421010060004015
66,29.5,43,0,3,40,0,421010060004017
72,39.3,49,2,1,32,14,421010060005000
157,33.6,116,4,10,85,14,421010060005001
187,30.5,130,0,9,115,5,421010060005002
159,35.4,128,0,4,109,11,421010060005003
20,39.0,14,2,0,9,0,421010060005004
131,39.9,93,1,11,65,12,421010060005005
145,47.2,115,4,26,48,35,421010061001001
77,35.5,66,8,6,18,28,421010061001002
101,49.1,86,3,5,60,12,421010061001005
808,43.7,641,12,57,491,66,421010061001007
166,35.5,120,3,9,84,22,421010061001008
208,33.7,147,4,12,111,20,421010061001009
203,28.7,137,6,10,115,4,421010061001010
162,30.0,110,1,10,90,1,421010061001011
212,41.6,159,9,12,128,10,421010061001012
189,33.5,133,5,8,104,6,421010061001013
167,35.3,117,4,5,95,10,421010061002000
153,37.8,107,1,9,90,6,421010061002001
181,36.8,130,3,14,78,29,421010061002002
264,34.5,198,10,45,124,18,421010061002004
204,38.3,145,7,8,124,0,421010072006000
21,32.3,17,0,0,16,0,421019800032005
9,32.8,7,0,7,0,0,421019801001000
58,32.5,47,0,40,3,1,421010384001009
46,31.5,35,2,27,0,2,421010384001006
34,38.7,28,0,19,5,2,421010384001007
73,36.3,59,5,49,4,1,421010384001008
43,47.8,41,2,36,0,1,421010384001010
16,32.0,11,1,2,2,4,421010384001011
65,43.1,61,4,50,4,0,421010384001012
40,38.0,33,6,24,2,0,421010384001013
116,57.5,105,3,86,15,1,421010384001015
47,55.3,44,0,35,9,0,421010384001016
73,32.3,49,0,3,40,0,421010072005004
63,31.8,42,0,3,38,0,421010072005005
70,31.5,62,1,4,57,0,421010072005006
24,23.0,20,2,3,13,0,421010072006001
101,50.9,82,1,6,70,0,421010072006002
12,21.0,7,1,0,4,2,421010072006003
119,36.4,93,3,0,79,9,421010072006004
142,28.6,109,3,7,97,0,421010072006005
135,28.8,106,0,8,97,0,421010072006006
151,33.4,111,3,1,107,0,421010072006007
40,35.5,29,1,1,27,0,421010072006008
174,28.6,124,3,24,93,3,421010073001000
135,35.6,112,4,29,72,1,421010073001001
131,33.6,105,4,28,68,2,421010073001002
149,35.3,122,6,32,77,2,421010073001003
178,28.6,140,1,16,117,2,421010073001004
133,44.9,103,1,15,73,8,421010073001005
89,37.1,70,4,4,58,0,421010073002000
110,37.0,79,1,2,71,0,421010073002001
178,27.1,135,9,17,107,0,421010073002002
132,37.0,110,0,17,89,0,421010073002003
110,42.4,87,6,7,72,0,421010073002004
163,31.8,116,2,26,82,3,421010073002005
118,37.7,110,6,35,63,2,421010073003000
69,31.4,54,7,16,22,3,421010073003001
87,33.4,76,5,40,23,0,421010073003002
86,39.4,69,7,20,41,1,421010073003003
190,33.3,144,4,10,122,5,421010073003004
95,40.1,77,5,3,62,0,421010073003005
79,36.5,67,5,25,36,0,421010073004000
49,36.5,36,4,15,15,0,421010073004001
30,35.5,25,4,8,12,0,421010073004002
4,44.5,3,0,3,0,0,421010073004004
46,35.7,38,1,4,31,0,421010095002006
113,34.6,89,0,1,80,0,421010095002003
47,52.1,36,0,0,31,0,421010095002004
43,58.9,38,0,0,36,0,421010095002005
71,40.8,54,2,0,50,0,421010095002007
132,26.5,91,3,0,83,0,421010095002008
83,31.8,66,6,4,56,0,421010095002009
182,27.0,128,3,1,111,0,421010095003000
127,39.7,90,8,0,73,0,421010095003001
79,55.5,55,0,0,51,0,421010095003002
24,57.0,19,0,0,12,0,421010095003003
109,50.5,70,1,0,69,0,421010095003004
116,31.3,88,3,0,82,1,421010095003005
99,32.5,72,0,0,71,0,421010095003006
127,39.2,89,1,0,88,0,421010249002000
118,34.8,89,0,4,81,2,421010249002001
105,30.2,76,0,0,75,0,421010249002002
63,35.1,48,2,0,44,0,421010249002003
2,8.0,0,0,0,0,0,421010249002004
131,25.4,74,0,0,70,0,421010249002005
97,37.8,72,6,2,58,0,421010249002006
110,38.5,68,0,0,65,0,421010249003000
85,30.5,72,4,1,64,0,421010249003001
95,27.5,59,4,6,46,0,421010249003002
124,25.0,79,0,0,76,1,421010249003003
176,31.3,119,1,0,114,0,421010249003004
139,30.8,99,2,0,96,1,421010249003005
119,41.1,92,5,0,83,0,421010249004000
20,31.8,17,2,9,1,1,421010384001020
149,53.8,123,5,93,21,4,421010384002000
71,37.9,51,2,43,3,0,421010384002001
76,50.0,62,1,50,0,2,421010384002002
37,34.3,33,1,14,6,9,421010384002003
120,55.3,96,3,77,3,9,421010384002004
74,52.5,74,4,50,10,10,421010384002005
49,40.5,29,4,24,0,0,421010384002006
30,57.5,27,0,23,3,1,421010384002007
115,40.5,90,2,81,1,6,421010384002008
132,58.0,110,3,93,7,3,421010384002009
209,40.1,172,4,120,33,13,421010384002010
15,60.5,11,1,6,4,0,421010384002011
64,39.2,53,0,47,3,2,421010384002012
41,48.5,35,0,23,6,2,421010384002013
54,53.3,45,1,43,0,1,421010384002014
104,56.0,79,0,79,0,0,421010384002015
29,33.8,21,0,17,0,2,421010384002016
11,15.5,4,2,2,0,0,421010385001000
11,15.5,4,0,4,0,0,421010385001001
60,60.6,51,0,51,0,0,421010385001002
122,43.3,98,0,0,93,3,421010095003007
58,56.0,46,0,3,36,5,421010095003008
89,41.8,57,0,0,54,0,421010095003009
83,27.6,52,0,0,51,0,421010095003010
36,42.5,27,1,0,24,0,421010095003012
65,54.8,57,0,0,53,0,421010095003013
77,40.2,58,1,0,53,0,421010095003014
53,33.9,46,2,0,44,0,421010095003015
104,37.5,76,2,0,73,0,421010095003016
90,43.0,72,0,0,68,0,421010095003017
86,29.0,62,4,0,56,0,421010095003018
76,29.0,52,4,0,46,0,421010095003019
85,21.8,49,0,0,49,0,421010095003020
80,58.5,61,0,0,54,1,421010096001000
115,34.8,83,5,0,75,0,421010096001001
151,30.0,111,8,0,100,0,421010096001002
99,31.8,72,4,2,64,0,421010096001003
146,28.5,107,9,0,94,0,421010096001004
152,40.4,120,2,2,115,1,421010096001005
47,47.6,44,1,1,38,0,421010248002014
9,39.5,6,1,5,0,0,421010248002011
80,53.7,61,3,0,56,0,421010248002013
81,32.7,66,3,2,59,0,421010248002015
74,41.6,53,0,0,53,0,421010248002016
209,37.6,164,5,1,147,7,421010249001000
209,23.1,140,0,0,134,0,421010249001001
248,37.3,157,5,0,140,0,421010249001002
53,39.6,47,6,2,36,0,421010249001003
174,32.2,114,5,1,103,0,421010249001004
153,33.1,114,7,0,107,0,421010249001005
168,32.0,115,4,1,105,1,421010249001006
18,44.5,11,0,0,9,0,421010249001007
115,38.8,98,1,2,95,0,421010249004001
165,37.8,124,9,0,111,0,421010249004002
119,36.8,99,5,0,85,0,421010249004003
77,41.5,60,10,16,30,1,421010249004004
114,52.3,91,3,0,87,0,421010249004005
99,43.4,89,8,9,64,0,421010249004006
131,28.5,90,1,0,86,0,421010252001000
99,50.5,81,27,25,25,3,421010298003000
111,23.8,68,34,9,23,0,421010298002008
133,38.5,100,39,11,50,0,421010298002009
163,33.1,104,32,23,39,4,421010298002010
192,33.2,132,47,37,45,0,421010298003001
87,37.5,77,23,24,28,0,421010298003002
40,26.0,29,14,6,6,0,421010298003003
85,32.5,56,14,26,13,0,421010298003004
48,37.7,28,10,15,3,0,421010298003005
94,42.0,63,21,10,29,3,421010298003006
20,17.7,9,6,2,0,1,421010298003007
94,41.0,69,23,16,28,0,421010298003010
40,31.5,32,10,17,5,0,421010298003011
20,18.5,10,4,4,2,0,421010298004000
30,17.3,13,5,2,4,1,421010298004001
118,27.8,94,38,14,38,4,421010298004004
87,33.8,55,38,6,8,3,421010298004005
55,40.5,44,11,16,14,0,421010298004006
104,33.5,81,26,32,14,8,421010298004007
61,16.5,30,12,3,10,3,421010298004008
79,42.8,61,17,36,5,1,421010298004009
58,34.3,40,17,6,15,0,421010298004010
96,33.0,67,26,2,30,0,421010298004011
70,42.3,52,20,15,17,0,421010298004012
90,29.8,71,28,15,23,5,421010298004013
74,30.1,66,21,20,17,5,421010298004016
125,36.5,86,19,25,34,5,421010298004019
129,36.3,96,9,74,10,1,421010361003003
627,33.9,484,38,305,119,9,421010361003000
348,45.3,271,15,248,0,4,421010361003001
225,46.1,168,9,142,5,0,421010361003002
29,32.5,18,8,5,0,0,421010361003004
438,37.4,360,23,286,19,10,421010361003005
117,31.9,95,8,66,16,2,421010361003006
12,45.5,10,3,1,0,0,421010362011000
815,32.5,668,94,401,135,16,421010362011002
142,47.3,122,17,72,30,2,421010362011003
135,30.7,106,8,97,0,0,421010362011004
541,38.2,436,35,374,17,4,421010362011005
118,40.4,91,3,84,0,2,421010362012000
111,39.8,97,10,80,3,2,421010362012001
302,38.7,240,19,214,2,1,421010362012003
157,36.6,119,2,114,0,3,421010362012004
117,54.5,92,4,74,9,4,421010362012005
23,39.3,17,6,3,4,0,421010362012006
195,40.4,162,10,132,8,7,421010362013000
202,35.5,166,15,131,9,11,421010362013001
110,46.0,87,14,63,8,0,421010362013002
289,33.5,225,8,203,6,5,421010362013003
112,41.4,91,3,75,1,8,421010362013004
105,35.7,94,3,88,0,0,421010362013005
36,47.3,24,5,12,6,0,421010362013007
100,31.3,67,4,61,0,0,421010362013008
82,55.6,65,1,51,6,4,421010362013009
107,35.0,88,11,67,6,3,421010362013010
101,48.9,79,11,68,0,0,421010362013011
465,47.7,402,12,363,15,7,421010362014000
139,52.5,114,6,86,6,14,421010362014001
74,54.9,62,1,53,3,0,421010362014002
310,60.3,279,1,271,0,6,421010373002012
339,49.8,278,3,244,5,23,421010373002010
31,80.2,26,0,26,0,0,421010373002011
240,50.7,196,7,183,5,0,421010373002013
333,53.6,287,0,280,2,4,421010373002014
116,46.9,96,5,82,1,8,421010373002015
1363,35.2,1233,134,480,454,122,421010373003004
213,30.3,134,1,78,15,39,421010373004001
33,42.8,25,0,15,0,10,421010373004002
49,48.8,43,1,33,4,5,421010373004004
97,32.5,66,2,30,1,33,421010373004006
84,33.0,59,0,29,0,30,421010373004007
37,35.4,26,1,17,1,4,421010373004008
107,26.8,61,6,37,6,12,421010373004009
12,47.0,12,1,4,6,0,421010373004010
26,38.3,18,4,3,6,0,421010375001000
43,23.8,33,5,12,12,3,421010375001001
76,35.7,51,21,16,13,0,421010381001061
84,33.0,63,12,37,12,2,421010381001062
7,64.5,7,1,1,5,0,421010381001072
50,50.7,45,11,28,5,0,421010381001073
67,36.8,62,24,28,10,0,421010381001076
47,29.5,38,1,26,10,0,421010381001077
87,22.9,86,14,51,5,10,421010090002015
90,22.3,85,0,50,20,6,421010090002013
98,22.7,88,1,61,4,18,421010090002014
34,31.5,34,4,18,3,2,421010090002016
107,21.0,101,10,68,12,8,421010090002018
111,25.1,108,8,69,10,19,421010090002019
124,23.2,120,7,76,9,21,421010090002020
331,20.7,313,28,154,57,73,421010090003000
427,19.4,426,28,285,30,83,421010090003001
501,19.3,494,43,323,25,97,421010090003002
119,22.0,114,4,73,16,18,421010090003003
51,24.0,46,6,18,2,16,421010090003004
1144,21.4,1115,66,714,108,179,421010090003005
95,25.2,94,7,57,3,25,421010090003010
803,19.4,796,70,460,44,210,421010090003011
221,25.6,210,18,88,65,36,421010091001000
94,33.5,87,3,60,12,6,421010091001001
317,25.9,307,11,131,73,89,421010091001002
128,26.4,115,2,40,32,36,421010091001003
88,24.4,87,12,63,4,4,421010091001004
97,29.5,94,6,78,0,4,421010091001005
38,30.3,33,4,5,4,9,421010091001006
73,27.3,62,1,45,8,6,421010091002000
194,26.0,178,14,94,34,31,421010091002001
13,29.5,13,3,1,5,0,421010091002002
72,44.3,56,0,0,55,0,421010151021020
135,34.6,105,0,1,98,0,421010151021017
26,32.3,15,0,1,11,0,421010151021018
124,36.3,97,2,10,75,1,421010151021019
48,33.8,35,2,0,33,0,421010151021021
58,69.4,56,0,0,53,0,421010151022001
41,52.5,32,5,3,22,0,421010151022002
98,39.3,70,1,0,68,0,421010151022003
121,29.5,92,3,5,80,1,421010151022004
66,44.5,56,1,0,52,0,421010151022005
77,32.8,51,1,0,49,0,421010151022006
108,39.0,68,10,8,47,0,421010151022007
42,56.0,41,5,0,35,1,421010151022009
41,20.4,23,0,0,23,0,421010151022010
58,37.5,47,2,0,34,4,421010151022012
21,57.2,19,0,0,17,0,421010151022013
83,44.8,83,0,0,76,2,421010151023001
27,21.5,14,5,1,4,0,421010151023002
227,35.3,161,2,0,159,0,421010151023003
55,21.6,45,3,0,41,0,421010151023004
64,34.9,46,1,0,43,0,421010151023005
24,17.6,10,0,0,10,0,421010151023006
39,41.4,29,5,0,23,0,421010151023007
41,56.2,28,0,0,27,0,421010151023008
104,38.5,79,4,1,71,0,421010151023009
134,47.4,94,1,0,88,1,421010151023010
258,38.7,187,4,3,176,0,421010151023011
78,29.6,52,2,2,44,0,421010151023012
117,29.8,82,5,77,0,0,421010180024010
76,42.0,67,1,60,0,4,421010180024007
47,40.5,45,9,30,0,0,421010180024008
59,50.2,51,1,46,1,0,421010180024009
14,39.5,11,0,9,0,0,421010180024011
40,34.3,30,4,20,4,0,421010180024012
70,54.3,63,0,61,0,0,421010180024013
80,31.5,66,2,60,4,0,421010180024014
41,30.9,32,2,29,0,0,421010180024015
126,39.9,104,0,94,3,1,421010183001000
148,33.0,106,0,103,1,0,421010183001001
160,35.6,131,5,124,0,0,421010183001002
93,45.1,74,0,70,0,0,421010183001003
77,57.9,62,0,56,0,0,421010183001004
65,40.8,51,7,44,0,0,421010183001006
146,41.5,111,0,107,1,0,421010183002000
219,37.4,167,6,156,0,3,421010183002001
102,34.7,82,0,77,2,0,421010183002002
70,31.3,51,2,45,0,0,421010183002003
73,43.2,50,0,49,0,0,421010183002004
165,48.2,133,8,124,0,0,421010183002005
95,22.9,73,0,70,3,0,421010183002006
101,38.2,76,0,67,8,0,421010183002007
95,50.3,73,4,68,0,0,421010183002008
204,53.0,169,9,153,0,0,421010183002009
127,32.8,88,63,9,16,0,421010177011005
209,33.9,149,94,4,35,16,421010177011002
151,23.8,101,61,8,31,1,421010177011003
128,22.4,84,59,5,17,3,421010177011004
37,36.8,35,0,21,14,0,421010177011006
113,30.7,82,45,21,15,0,421010177011007
88,29.0,57,41,1,9,5,421010177011008
96,33.0,71,59,5,5,2,421010177011009
124,30.0,85,48,14,21,2,421010177012000
68,34.2,48,25,10,13,0,421010177012001
35,9.5,9,4,0,5,0,421010177012002
170,24.0,98,44,0,54,0,421010177012003
108,28.5,69,37,8,24,0,421010177012004
103,22.1,64,32,7,19,4,421010177012005
106,37.5,74,37,16,15,6,421010177012006
35,23.5,20,5,0,15,0,421010177012007
78,32.5,56,42,0,6,2,421010177012008
167,32.1,113,54,13,40,2,421010177012009
118,25.5,77,39,3,29,5,421010177012010
176,29.0,118,70,8,39,0,421010177013000
95,28.5,72,63,3,4,2,421010177013001
111,33.4,81,68,2,11,0,421010177013002
60,29.0,44,29,8,7,0,421010177013003
71,35.9,54,30,12,6,6,421010177013004
83,28.5,60,30,4,12,12,421010177013005
86,40.0,65,27,3,27,5,421010177013006
161,21.6,95,51,9,30,3,421010177013007
178,31.1,102,57,11,26,3,421010177013008
191,28.6,140,68,25,44,3,421010177013009
118,30.5,83,59,21,3,0,421010177021000
160,31.3,120,86,8,22,0,421010177021001
78,28.7,61,36,5,12,7,421010177021002
46,33.7,34,28,6,0,0,421010177021003
106,23.8,65,53,0,10,0,421010177021004
13,40.3,7,1,3,3,0,421010246001001
119,40.9,92,10,6,71,0,421010245002018
22,47.5,18,1,0,15,0,421010245002019
95,36.5,82,5,30,47,0,421010246001000
54,42.0,42,5,3,31,0,421010246001002
46,45.2,44,5,3,31,0,421010246001003
17,57.5,15,4,1,8,1,421010246001004
137,40.9,116,2,31,78,0,421010246001005
108,37.8,79,3,11,64,0,421010246001006
114,24.3,71,0,3,67,0,421010246001007
141,32.9,110,4,4,96,2,421010246001008
81,42.3,58,0,2,50,0,421010246001009
197,30.6,136,0,6,127,0,421010246002000
143,20.5,92,6,7,76,2,421010246002001
121,36.3,89,3,0,86,0,421010246002002
129,25.9,81,1,1,75,0,421010246002003
83,36.1,44,1,2,37,0,421010246002004
122,25.0,81,9,0,69,2,421010246002005
120,35.5,88,1,4,77,0,421010246002006
50,37.0,32,5,1,26,0,421010246002007
159,30.1,106,2,2,96,0,421010246002008
78,54.8,69,8,2,59,0,421010246002009
62,39.5,51,9,1,33,0,421010246002010
151,25.1,90,0,9,80,0,421010246003000
152,34.3,101,1,5,93,0,421010246003001
73,32.5,50,1,4,38,5,421010246003003
121,33.3,95,6,6,83,0,421010246003004
182,51.4,149,0,3,144,2,421010246003005
79,38.5,70,6,6,52,4,421010246003006
12,18.0,6,3,0,0,3,421010246003007
39,35.5,32,5,4,22,0,421010246003008
77,48.2,72,3,8,61,0,421010246003009
118,27.0,80,0,5,73,0,421010282001012
80,31.0,52,7,2,41,0,421010282001009
65,33.2,44,5,1,38,0,421010282001010
145,38.8,110,8,9,91,0,421010282001011
76,39.3,63,17,0,41,1,421010282001013
108,42.0,93,16,0,74,0,421010282001014
52,57.5,43,4,1,37,0,421010282001015
33,37.8,24,5,1,18,0,421010282001017
61,35.3,49,1,0,44,4,421010282002000
117,30.5,94,3,7,70,12,421010282002001
103,38.1,71,1,0,63,6,421010282002002
152,54.3,126,2,4,107,8,421010282002003
448,57.2,432,12,49,319,37,421010282002004
45,22.2,33,7,0,16,10,421010282002006
30,37.3,29,4,0,13,5,421010282002007
14,19.0,7,3,0,0,3,421010282002008
292,34.0,220,5,4,206,4,421010282002009
35,35.3,25,2,2,21,0,421010282002010
95,34.9,72,1,0,56,13,421010282002011
85,38.1,64,0,0,58,5,421010282003002
156,37.5,110,2,0,108,0,421010282003003
154,35.7,109,4,0,101,3,421010282003004
103,35.6,79,2,4,70,0,421010282003005
137,53.4,104,1,0,93,5,421010282003006
113,45.5,84,8,2,74,0,421010282003007
71,46.8,64,3,1,59,1,421010282003008
77,56.1,68,3,11,37,17,421010282003009
222,22.8,140,60,7,62,5,421010311023005
149,31.4,110,44,16,35,2,421010311023002
167,42.3,127,34,22,36,31,421010311023003
198,30.3,128,41,18,64,4,421010311023004
89,31.5,57,24,13,19,0,421010311023006
171,26.3,122,32,18,59,9,421010311024000
115,34.5,82,15,3,48,15,421010311024001
116,32.0,82,14,11,45,10,421010311024002
165,38.5,110,42,26,29,9,421010311024003
155,33.7,113,27,5,66,9,421010311024004
177,32.8,126,39,15,49,18,421010311024005
184,29.5,124,19,13,86,3,421010311024006
125,27.9,94,30,10,43,10,421010311024007
128,28.3,96,26,10,52,5,421010311024008
119,35.8,91,26,10,51,4,421010311024009
175,38.6,125,34,18,50,15,421010311024010
198,34.7,157,33,18,69,35,421010312001000
221,34.8,162,31,16,89,24,421010312001001
201,29.6,142,36,19,85,0,421010312001002
227,25.4,148,54,15,63,10,421010312001003
167,32.5,127,43,28,41,6,421010312001004
176,28.5,108,41,9,54,0,421010312001005
165,32.2,124,48,21,31,22,421010312002000
245,29.1,175,42,27,79,24,421010312002001
200,35.0,145,41,31,35,30,421010312002002
271,30.9,163,56,23,68,11,421010312002003
112,38.2,88,26,11,35,11,421010312002004
132,31.9,93,13,11,49,10,421010312002005
125,31.1,83,19,1,51,12,421010312002006
170,41.3,159,45,27,78,9,421010312002007
168,32.0,119,38,28,25,16,421010312002008
80,18.5,43,8,5,15,13,421010312002009
188,21.0,115,13,24,52,18,421010312002010
207,29.4,143,40,23,47,28,421010312002011
100,40.8,77,25,4,11,29,421010312002012
179,51.8,154,9,93,44,7,421010342001003
210,46.1,180,9,138,25,8,421010342001000
155,34.6,126,9,81,15,18,421010342001001
185,57.9,154,6,115,17,16,421010342001002
509,47.3,427,19,353,25,28,421010342001004
87,56.5,70,4,57,6,3,421010342001005
237,35.8,189,7,139,16,23,421010342001006
96,29.3,80,5,58,0,13,421010342002000
11,6.5,5,1,4,0,0,421010342002001
40,74.7,40,0,35,0,5,421010342002003
110,48.0,90,2,72,6,9,421010342002004
99,70.1,96,4,76,5,6,421010342002005
295,85.9,293,2,283,4,3,421010342002006
126,72.0,118,11,99,8,0,421010342002007
153,74.3,147,5,138,0,4,421010342002008
53,40.9,50,8,29,0,13,421010344001002
86,37.3,67,5,55,0,6,421010344001003
42,37.4,32,0,22,4,5,421010344001004
100,38.2,83,10,66,0,7,421010344001005
348,57.6,310,1,272,19,13,421010344001006
343,46.2,254,2,171,10,71,421010344001007
46,31.7,39,2,28,1,8,421010344001008
85,51.5,71,3,51,3,14,421010344001009
40,36.3,38,11,14,5,1,421010342002009
283,41.9,225,5,170,22,28,421010342002010
76,47.8,58,8,32,18,0,421010342002011
59,40.5,49,6,32,1,0,421010342002012
242,34.0,178,11,136,14,14,421010342002013
111,51.5,82,8,52,4,11,421010342002014
41,65.9,31,2,28,0,1,421010342002015
347,33.6,250,16,122,98,8,421010342002016
41,50.5,29,5,21,0,0,421010342002017
79,44.8,70,8,21,4,37,421010344001001
122,42.5,104,5,90,0,8,421010040023000
135,41.4,109,5,79,0,23,421010040022009
123,39.4,105,8,70,5,22,421010040022010
181,31.4,130,16,77,0,36,421010040022011
78,40.3,59,2,55,0,0,421010040023002
108,42.2,89,2,73,0,10,421010040023003
105,45.5,91,7,79,0,4,421010040023004
102,39.3,95,8,82,0,1,421010040023005
14,23.5,11,0,7,0,4,421010040023006
29,24.9,27,0,22,0,3,421010040023008
59,50.5,50,2,38,0,9,421010040023009
60,32.5,49,6,35,0,6,421010040023011
75,37.3,63,0,61,0,2,421010040023012
121,38.5,109,4,94,0,4,421010040023013
100,35.4,89,0,76,0,5,421010040023014
95,50.9,76,6,58,3,6,421010040023015
48,25.0,31,0,28,0,0,421010040023016
126,38.3,104,3,81,0,18,421010040023017
95,54.1,87,9,70,0,8,421010040024000
14,21.5,8,5,3,0,0,421010040024003
47,62.1,41,0,41,0,0,421010040024004
111,43.3,93,1,83,0,7,421010040024005
116,61.0,99,4,89,2,0,421010040024006
127,47.5,106,0,104,0,1,421010040024007
107,40.5,92,0,86,0,3,421010040024008
101,30.8,88,7,78,0,3,421010040024009
130,30.8,108,7,93,0,4,421010040024010
89,44.9,83,4,74,0,5,421010040024011
131,38.1,105,4,78,3,20,421010040024012
83,26.5,53,20,6,2,25,421010041011000
57,34.8,43,2,0,41,0,421010094002007
144,27.3,94,2,0,89,0,421010094002004
49,35.1,33,3,0,26,0,421010094002005
62,41.8,43,3,0,38,0,421010094002006
201,57.4,183,6,0,174,0,421010094002008
130,29.2,90,4,2,78,2,421010094002009
121,44.5,89,4,1,83,1,421010094002010
78,42.3,72,0,0,69,0,421010094003000
144,32.3,85,2,0,76,3,421010094003001
175,45.9,140,2,0,128,10,421010094003002
108,33.0,84,3,0,69,10,421010094003003
87,39.3,68,1,0,64,0,421010094003004
20,28.7,14,1,0,8,2,421010094004000
127,60.8,110,0,5,102,0,421010094004001
71,33.4,50,0,0,49,0,421010094004002
93,25.4,67,0,6,59,0,421010094004003
124,28.5,73,2,0,66,0,421010094004004
59,28.5,37,0,0,37,0,421010094004005
57,29.1,41,3,4,32,0,421010094004006
68,21.5,46,1,0,43,1,421010094004007
58,28.1,40,0,0,35,0,421010094004008
108,35.8,70,0,0,69,1,421010094004009
34,36.5,19,0,0,12,1,421010094004010
103,42.4,79,0,2,75,2,421010094004011
136,72.0,134,2,3,126,0,421010094004012
126,30.7,94,1,6,84,0,421010094004013
106,33.3,73,8,0,62,0,421010094004014
119,29.8,83,2,0,79,0,421010095001000
159,29.2,107,6,0,93,0,421010095001001
165,36.4,131,7,0,120,0,421010095001002
127,46.9,93,0,0,92,0,421010095001003
114,33.4,80,0,0,77,0,421010095001004
118,35.5,82,0,1,80,0,421010095002000
67,26.9,43,0,0,43,0,421010095002001
125,45.5,100,1,0,99,0,421010095002002
28,40.5,19,0,0,16,3,421010105001030
71,23.6,49,6,0,40,3,421010105001027
12,49.0,12,1,1,7,1,421010105001028
19,43.3,13,0,0,12,0,421010105001029
11,48.2,9,0,1,8,0,421010105002008
46,18.5,29,2,2,20,0,421010105002010
35,35.1,29,0,0,21,3,421010105002011
42,51.5,32,3,0,28,0,421010105002012
18,39.8,18,0,0,18,0,421010105002013
60,40.0,40,5,1,34,0,421010105002015
67,34.3,45,0,1,44,0,421010105002016
20,20.0,10,4,3,0,0,421010105002017
13,40.5,9,0,0,9,0,421010105002018
58,36.6,38,0,1,34,0,421010105002019
35,31.6,23,0,0,23,0,421010105002023
270,48.5,239,1,0,234,0,421010105002024
45,42.8,39,0,0,33,3,421010105002025
98,38.0,89,2,0,77,0,421010259001004
86,49.6,65,1,0,64,0,421010259001001
83,46.9,68,1,1,64,0,421010259001002
93,51.8,79,0,0,74,2,421010259001003
210,45.3,161,4,12,144,0,421010259001005
