P1_001N,P13_001N,P11_001N,P11_002N,P11_005N,P11_006N,P11_008N,geo_id
30,38.0,23,0,0,22,0,421010107001009
39,27.8,30,1,7,22,0,421010107001010
114,35.6,73,0,0,70,0,421010107001011
71,50.5,55,0,3,50,0,421010107001013
59,28.9,45,0,4,36,2,421010107001014
55,31.1,38,0,7,31,0,421010107001015
13,25.5,7,0,0,6,0,421010107001016
45,36.4,32,4,1,27,0,421010107001017
64,31.7,55,2,10,43,0,421010107001018
40,22.0,23,2,0,17,2,421010107001019
19,50.4,17,0,3,6,5,421010107001020
24,28.0,15,0,0,14,0,421010107001021
10,39.5,10,2,0,7,1,421010107001022
21,27.5,13,0,3,9,0,421010107001023
28,28.0,18,1,2,12,0,421010107001024
62,40.8,55,0,8,38,5,421010107001026
47,39.5,43,2,0,40,0,421010107002001
70,30.3,46,1,2,41,0,421010107002002
122,27.3,77,0,0,75,0,421010107002003
58,37.6,43,2,1,39,0,421010107002004
57,32.1,45,2,6,35,2,421010107002005
87,22.5,54,0,4,50,0,421010107002006
22,31.3,17,0,5,10,0,421010107002007
35,35.2,18,0,0,17,1,421010107002008
37,41.8,29,1,3,19,2,421010107002009
366,31.4,334,19,223,28,43,421010125023002
143,31.8,133,0,107,11,7,421010125024002
215,35.6,190,17,145,3,21,421010125024003
393,65.6,381,40,147,86,100,421010125024004
390,30.9,371,19,253,28,68,421010125025000
217,42.5,196,2,147,0,28,421010125025001
297,31.5,280,16,205,3,34,421010125025002
44,42.5,40,3,29,2,5,421010125025004
67,31.3,55,10,30,0,13,421010125025005
129,39.9,117,5,17,91,0,421010131001000
80,29.3,71,4,56,3,4,421010131001001
4,63.5,4,4,0,0,0,421010131001002
83,28.5,46,7,1,38,0,421010131001004
239,26.1,134,5,0,119,0,421010131001005
120,41.0,110,8,49,44,6,421010131001006
48,31.5,41,2,34,0,1,421010144003025
108,28.8,90,10,71,2,7,421010144003022
18,29.0,14,5,8,0,1,421010144003035
115,32.4,115,8,76,9,16,421010144004000
49,30.3,40,5,23,6,6,421010144004001
33,24.5,26,1,23,1,0,421010144004002
170,25.8,99,10,33,42,13,421010144004003
17,27.3,14,4,6,0,0,421010144004005
180,29.3,171,16,143,0,9,421010144004006
20,30.5,18,5,3,6,4,421010144004008
46,37.0,43,5,27,3,2,421010144004009
34,37.0,26,2,13,0,9,421010144004010
17,29.4,15,0,15,0,0,421010144004012
109,30.2,109,5,99,1,4,421010144004013
26,33.2,26,8,17,0,0,421010144004014
13,35.5,8,3,3,2,0,421010144004015
36,33.5,27,6,15,4,0,421010144004016
61,38.6,56,19,35,0,0,421010144004017
61,33.0,59,11,47,1,0,421010144004018
107,29.6,84,15,17,42,8,421010145001000
105,30.8,82,11,16,46,4,421010145001001
151,50.7,140,3,121,8,3,421010217004000
113,33.9,87,1,79,4,0,421010217003003
142,34.3,125,0,90,19,13,421010217003004
104,32.5,80,5,58,4,1,421010217004001
108,55.2,89,2,87,0,0,421010217004002
66,37.3,50,0,43,0,0,421010217004003
158,33.6,129,7,118,1,0,421010217004004
106,43.0,86,3,80,1,0,421010217004005
61,33.5,44,1,39,0,0,421010217004006
113,53.3,90,5,71,3,7,421010217004007
106,40.5,85,3,80,2,0,421010217004008
55,46.5,48,2,43,0,0,421010217004009
51,43.3,46,4,31,2,4,421010218001000
131,42.9,105,5,93,3,0,421010218001001
81,30.9,74,9,55,10,0,421010144003023
68,30.3,61,7,39,9,4,421010144003024
16,29.0,9,2,2,1,3,421010144003026
43,37.8,42,0,33,2,2,421010144003027
10,31.3,9,1,6,0,0,421010144003028
50,28.9,42,2,36,0,4,421010144003029
31,36.5,29,3,18,2,3,421010144003030
16,25.5,9,0,0,0,0,421010144003031
38,27.8,33,10,21,0,0,421010144003032
40,31.5,36,13,19,0,2,421010144003033
18,31.5,16,5,6,0,5,421010144003034
22,38.1,17,2,12,0,0,421010218001002
1044,29.4,905,64,598,183,20,421010218001003
104,36.5,91,8,53,8,8,421010218001004
38,32.3,26,5,13,6,0,421010218001005
66,30.7,57,11,26,18,0,421010218001006
373,31.8,340,20,181,109,21,421010218001007
130,48.1,109,2,77,10,15,421010218001008
46,53.0,45,5,36,4,0,421010218001009
43,33.8,38,9,25,4,0,421010218002000
771,34.7,675,30,383,182,54,421010218002001
52,30.5,35,1,30,4,0,421010218002002
46,42.0,43,9,29,1,2,421010218002003
162,46.0,131,3,102,15,7,421010218002004
140,47.0,131,6,111,7,3,421010218002005
39,33.3,33,1,26,1,0,421010218002006
47,53.5,34,3,29,2,0,421010218002007
97,47.8,77,5,62,3,3,421010218002008
288,28.8,234,17,145,48,11,421010218003000
734,36.3,591,14,208,321,27,421010218003001
37,59.8,29,1,24,0,1,421010219001000
104,35.3,87,8,73,0,3,421010213005001
140,31.9,125,0,112,2,6,421010213004005
98,35.5,95,3,83,0,3,421010213004006
102,37.0,98,6,79,8,2,421010213005000
91,35.8,71,11,55,1,0,421010213005002
124,31.3,97,5,66,17,5,421010213005003
70,37.4,55,1,47,0,5,421010213005004
173,34.3,149,6,134,6,0,421010213005005
109,29.8,102,0,101,0,1,421010213005006
47,33.6,43,0,36,4,1,421010214001000
68,26.1,57,0,48,4,0,421010214001001
109,32.1,100,2,93,2,0,421010214001002
33,33.8,29,1,26,1,0,421010214001003
44,36.0,32,1,17,12,2,421010214001004
54,55.2,52,1,38,8,1,421010214001005
55,28.0,51,2,46,0,3,421010214001006
36,32.0,32,4,26,2,0,421010214001007
56,23.9,47,4,27,15,0,421010214001008
32,31.8,32,0,27,3,1,421010214001009
50,29.3,46,3,22,21,0,421010214001010
44,25.7,39,0,35,3,0,421010214001011
32,31.0,26,0,19,7,0,421010214001012
61,32.5,54,3,42,0,3,421010214001013
71,37.5,67,8,50,1,4,421010214001014
119,30.3,106,5,96,0,4,421010214002000
55,24.6,49,0,42,0,6,421010214002001
135,27.5,126,2,104,6,10,421010214002002
79,32.1,79,8,58,5,5,421010214002003
53,26.3,51,2,43,3,1,421010214002004
43,46.6,42,5,32,1,2,421010214002005
57,29.6,56,3,44,9,0,421010214002006
32,28.5,27,1,22,0,0,421010214002007
40,23.8,34,1,27,6,0,421010214002008
18,27.5,11,1,9,0,0,421010214002009
44,26.6,41,1,32,2,3,421010214002010
175,29.4,123,48,17,26,24,421010314011015
96,29.8,77,29,14,7,25,421010314011012
209,28.9,135,36,30,27,16,421010314011013
164,25.2,109,29,25,22,22,421010314011014
191,28.8,129,36,17,31,39,421010314011016
179,27.5,125,41,22,16,25,421010314011017
235,27.9,142,24,26,25,37,421010314012001
204,31.2,131,24,28,27,24,421010314012002
199,22.0,131,28,28,16,36,421010314012003
128,31.3,94,12,34,8,22,421010314012004
136,26.3,95,28,28,9,30,421010314012005
122,31.0,100,23,12,0,62,421010314012006
170,35.8,131,25,23,21,53,421010314012007
162,34.7,121,26,23,19,41,421010314012008
199,32.2,139,42,28,14,49,421010314012009
129,41.4,110,30,21,13,39,421010314012010
120,26.0,75,17,20,10,25,421010314013000
251,26.2,168,44,38,40,39,421010314013001
251,31.2,179,40,38,27,58,421010314013002
172,35.1,125,34,38,15,31,421010314013003
196,36.0,137,28,30,19,49,421010314013004
178,32.0,138,51,28,11,33,421010314013005
192,36.7,138,39,32,8,48,421010314013006
129,23.9,81,34,11,12,5,421010314013007
257,25.1,180,43,20,34,59,421010314013008
221,34.8,164,55,29,14,55,421010314013009
181,26.3,137,31,35,30,24,421010314013010
238,28.8,161,48,37,25,41,421010314013011
229,37.3,175,48,46,29,26,421010314013012
202,32.9,151,42,23,19,49,421010314013013
258,32.1,185,45,22,26,71,421010314021000
244,35.4,178,39,35,29,61,421010314021001
90,23.4,53,14,24,3,3,421010314021002
46,32.0,40,3,19,6,0,421010362014006
128,32.5,97,4,51,24,8,421010362014003
132,45.5,116,12,92,0,7,421010362014004
197,44.5,157,6,134,14,0,421010362014005
207,56.4,173,7,151,3,11,421010362021000
149,42.5,131,8,99,2,15,421010362021001
206,42.0,152,3,137,4,6,421010362021002
130,23.9,94,3,89,0,2,421010362021003
100,60.0,78,6,71,0,0,421010362021004
90,29.0,68,2,59,1,4,421010362021005
67,28.2,53,6,45,0,2,421010362021006
120,38.8,85,1,83,0,0,421010362021007
77,31.3,54,8,43,1,2,421010362021008
49,33.7,38,1,33,3,0,421010362021009
64,34.1,49,3,40,0,0,421010362021010
37,62.8,31,1,27,1,0,421010362021011
206,41.4,159,8,142,0,3,421010362021012
167,38.6,136,13,111,4,8,421010362021013
98,51.0,88,0,82,0,3,421010362021014
208,42.4,157,6,150,0,1,421010362021015
190,51.4,152,3,137,7,3,421010362021016
98,27.3,79,13,50,2,11,421010362021017
662,36.7,514,40,369,43,47,421010362022001
182,33.9,132,9,114,8,0,421010362022002
104,31.5,78,2,67,3,2,421010362022003
437,40.9,353,28,165,117,32,421010362022004
337,39.1,268,8,131,100,16,421010362023001
14,42.5,10,2,6,1,0,421010362023003
404,45.2,339,28,237,52,15,421010362023004
287,42.0,236,15,197,10,7,421010362023005
253,44.1,188,7,173,3,0,421010362023006
96,63.0,92,8,72,3,0,421010379006013
74,40.5,65,2,57,0,6,421010379006014
70,29.7,53,4,41,0,5,421010379006017
37,42.1,31,6,24,1,0,421010379006018
43,39.5,32,0,32,0,0,421010379006019
10,24.0,5,3,0,1,0,421010380001000
34,48.5,31,19,11,1,0,421010380001002
28,44.4,18,3,15,0,0,421010380001003
54,26.3,47,7,22,5,7,421010380001004
144,46.1,118,34,75,9,0,421010380001005
73,42.1,55,14,35,5,0,421010380001006
14,33.0,10,5,2,1,1,421010380001007
57,35.2,42,5,25,0,6,421010380001010
115,40.2,83,25,46,3,2,421010380001011
86,26.3,63,21,37,4,1,421010380001012
93,28.8,66,18,41,4,0,421010380001013
186,33.2,132,53,61,17,0,421010380001014
28,34.5,21,6,8,3,0,421010380001015
16,17.5,8,3,4,0,0,421010380001016
136,38.0,102,21,64,16,0,421010380001017
95,35.6,76,10,56,1,3,421010380001018
8,33.0,8,6,0,1,1,421010380001019
41,46.5,31,5,25,0,0,421010380001025
161,34.5,139,12,86,3,32,421010023002006
109,38.3,84,8,56,3,15,421010023002003
96,33.2,94,17,58,2,14,421010023002004
68,35.8,57,3,41,4,9,421010023002007
59,33.3,52,12,35,0,0,421010023002008
136,33.3,118,9,78,0,28,421010023002009
68,65.3,65,19,35,4,7,421010023002010
250,33.9,217,8,174,8,17,421010023002011
8,30.5,5,1,0,0,0,421010023002012
139,33.4,126,2,90,1,29,421010023002013
117,38.8,87,6,66,9,5,421010023002014
173,37.4,149,8,125,7,6,421010023002015
74,45.0,56,1,44,0,9,421010023002016
97,39.6,87,8,61,0,17,421010023002017
66,32.8,58,10,38,3,1,421010023002018
33,26.1,25,6,15,0,3,421010023002019
73,38.5,66,6,46,6,5,421010024001000
91,33.8,78,8,63,2,4,421010024001001
86,32.5,68,3,54,0,7,421010024001002
101,38.5,83,4,72,0,3,421010024001003
113,36.2,105,7,79,3,10,421010024001004
22,29.5,16,5,5,1,1,421010024001005
20,43.3,14,1,12,0,1,421010024001006
44,44.0,37,13,22,2,0,421010024001007
128,31.2,102,3,91,6,0,421010024001008
133,35.4,100,7,85,0,6,421010024001009
150,33.4,108,29,41,0,35,421010024002000
122,32.1,93,4,46,9,34,421010024002001
136,47.7,112,22,59,4,19,421010024002002
81,50.1,77,20,31,6,20,421010024002003
68,34.4,61,1,36,0,21,421010024002004
95,35.1,84,3,74,2,5,421010024002005
164,35.8,124,18,76,1,23,421010024002006
87,31.1,77,15,39,0,22,421010024002007
138,33.0,103,4,89,0,9,421010042021005
141,40.5,110,3,106,0,0,421010042021006
135,48.4,110,5,80,3,18,421010042021007
87,37.2,62,6,36,0,17,421010042021011
134,33.7,111,6,83,3,10,421010042021012
123,41.9,99,3,91,0,4,421010042021013
153,39.8,111,7,88,1,10,421010042021014
52,36.0,42,7,9,8,16,421010042021015
128,41.2,100,10,28,11,50,421010042021016
91,35.5,76,3,30,26,16,421010042021020
128,32.9,102,14,59,3,24,421010042022000
157,34.3,113,8,86,5,9,421010042022001
159,35.7,123,19,49,11,44,421010042022002
136,37.8,101,23,48,11,14,421010042022003
183,80.9,183,12,139,28,4,421010042022004
11,46.5,7,2,4,0,0,421010042022005
116,45.8,89,9,27,5,46,421010042022006
41,45.3,38,4,3,1,25,421010042022007
72,52.7,54,4,22,0,28,421010042022008
109,42.2,94,13,36,0,43,421010042022010
120,40.3,97,1,34,0,62,421010042022011
95,36.2,60,4,32,9,14,421010042022012
69,33.4,49,5,16,13,2,421010042022013
69,30.1,55,5,16,24,8,421010042022014
129,35.4,110,7,88,0,10,421010042023000
40,26.0,28,7,19,0,0,421010134022000
176,33.6,159,36,93,24,0,421010134021005
163,33.8,152,8,110,13,13,421010134021006
230,33.7,196,17,151,3,24,421010134021007
56,36.0,55,7,35,5,2,421010134022001
147,33.8,125,26,76,9,5,421010134022002
169,33.6,144,16,85,29,7,421010134022004
83,29.4,72,7,51,4,8,421010134022005
255,28.5,221,34,121,58,4,421010134022006
207,30.4,168,15,116,31,5,421010134023000
579,32.2,553,26,380,37,102,421010134023002
106,27.8,94,10,73,4,3,421010134023003
158,45.3,134,14,109,0,5,421010134023004
45,32.6,44,2,29,7,2,421010134023005
58,43.3,56,5,40,6,0,421010134023006
62,28.9,52,3,35,9,5,421010134023007
106,28.5,102,12,76,12,2,421010134023008
194,30.5,170,14,142,1,6,421010134023009
194,28.7,191,7,164,7,9,421010134023010
49,27.2,45,0,38,0,2,421010134023011
102,33.2,76,11,39,22,1,421010135001000
119,28.4,87,1,61,18,4,421010135001001
93,42.5,79,5,47,23,4,421010135001002
120,27.8,85,9,45,22,0,421010135001003
132,34.3,126,18,66,38,4,421010135001004
169,31.9,135,10,89,33,2,421010135001005
182,37.8,152,4,22,112,8,421010135002001
115,26.3,81,0,52,24,5,421010135002002
158,32.3,128,12,78,31,5,421010135002003
90,29.8,82,12,48,12,0,421010135002004
67,30.5,52,3,18,26,4,421010135002005
338,31.5,220,13,14,179,0,421010146001009
156,30.5,129,4,2,77,31,421010146001006
178,40.2,157,17,19,99,16,421010146001007
106,32.0,85,3,4,71,4,421010146001008
155,36.1,133,9,5,88,26,421010146001010
8,32.5,6,3,0,3,0,421010146002000
15,20.9,11,4,3,0,2,421010146002002
1637,22.4,1633,140,828,307,315,421010146002003
1024,23.2,1024,88,497,202,196,421010146002004
1368,21.8,1364,135,560,330,255,421010146002005
40,58.0,36,3,0,28,0,421010146002006
170,45.3,155,1,39,82,31,421010146002007
52,39.5,45,5,1,31,5,421010146002008
108,70.0,99,0,3,94,1,421010146002009
169,33.5,136,11,14,84,23,421010146002010
181,35.3,148,23,5,93,24,421010146002011
168,22.3,154,5,79,55,14,421010147001000
162,22.2,152,4,83,51,12,421010147001001
170,21.7,148,9,53,65,16,421010147001002
92,26.5,83,5,26,36,9,421010147001003
34,23.7,33,3,15,10,0,421010147001004
121,26.3,91,2,19,62,8,421010147001005
177,25.5,105,6,7,83,3,421010147001006
262,19.7,145,21,25,96,0,421010147001007
110,22.1,76,0,3,73,0,421010147001008
208,23.3,179,6,66,77,17,421010147001009
275,22.1,189,13,63,95,15,421010147002002
225,21.3,173,8,81,65,15,421010147002003
107,21.8,93,6,49,26,4,421010147002004
64,24.0,51,4,17,21,4,421010147002005
127,22.4,111,6,36,60,6,421010147002006
229,21.7,198,9,97,81,4,421010147002007
80,27.0,54,0,0,52,0,421010165002016
108,38.0,84,14,0,69,0,421010165002017
85,58.9,85,9,11,61,0,421010166001001
84,41.5,69,9,5,53,2,421010166001002
105,47.9,97,4,13,74,1,421010166001003
27,34.4,19,1,6,12,0,421010166001004
51,25.3,39,2,2,32,0,421010166001006
17,66.1,17,8,0,9,0,421010166001007
139,24.3,106,13,14,69,5,421010166001008
53,30.2,49,1,1,47,0,421010166001009
93,33.5,76,7,0,67,0,421010166001010
163,32.3,127,9,14,93,8,421010166001011
188,23.6,164,17,58,83,2,421010166001012
89,24.5,76,7,12,32,19,421010166001013
21,22.6,21,2,6,13,0,421010166001014
63,24.8,50,3,7,30,5,421010166001016
9,27.2,6,3,0,2,1,421010166001017
51,31.5,43,8,1,31,0,421010166002000
124,24.8,97,8,15,67,3,421010166002001
118,25.5,108,16,32,43,14,421010166002002
48,23.0,28,4,10,11,3,421010166002003
55,27.4,52,5,18,19,7,421010166002004
75,22.9,66,3,25,13,20,421010166002005
69,23.5,60,5,27,26,1,421010166002006
111,28.3,85,5,7,58,9,421010166002007
106,38.1,78,2,3,64,0,421010167011000
113,32.5,78,6,1,69,0,421010167011002
80,34.2,55,2,0,52,0,421010167011003
105,48.1,82,4,0,78,0,421010167011004
94,30.4,59,0,0,58,0,421010167011005
150,35.7,106,0,1,97,0,421010168002014
76,35.0,56,3,0,52,0,421010168002011
130,31.2,89,0,0,81,0,421010168002012
215,31.2,135,1,4,120,0,421010168002013
86,40.7,63,4,0,52,0,421010168002015
20,28.0,11,4,1,6,0,421010168002016
24,50.8,20,0,0,20,0,421010168002017
111,27.0,68,0,6,57,0,421010168002018
29,24.7,25,0,0,22,1,421010168002019
13,17.5,6,3,0,3,0,421010168003001
30,31.0,24,1,1,19,0,421010168003002
69,46.1,51,2,1,42,0,421010168003003
88,48.2,76,3,0,71,0,421010168003004
32,33.3,22,5,0,13,0,421010168003007
90,42.8,66,0,1,61,0,421010168003008
71,49.1,60,0,0,60,0,421010168003009
69,36.2,59,0,7,50,0,421010168003010
70,33.5,53,1,0,44,0,421010168003011
77,24.5,46,8,1,34,0,421010168003012
102,41.5,72,1,1,70,0,421010168003013
163,50.4,136,8,19,106,0,421010169011000
62,43.0,39,0,0,39,0,421010169011001
48,53.0,42,0,0,41,1,421010169011002
33,26.5,26,0,0,25,0,421010169011003
18,22.0,14,2,0,12,0,421010169011004
65,39.3,51,0,0,48,1,421010169011005
99,32.6,73,2,0,70,1,421010169011006
44,35.7,35,0,1,32,0,421010169011007
18,34.5,16,3,0,13,0,421010169011008
52,49.5,31,0,0,29,0,421010169011009
9,12.5,4,0,0,4,0,421010169011010
28,31.5,20,3,2,15,0,421010169011011
26,32.0,19,2,0,15,0,421010204002005
78,46.5,56,0,3,52,1,421010204002003
10,12.0,3,0,0,1,0,421010204002006
65,50.3,55,4,0,46,2,421010204002007
61,40.1,42,2,3,37,0,421010204002008
77,33.5,52,0,0,47,0,421010204002009
65,34.8,53,3,0,50,0,421010204002010
103,27.6,64,4,0,59,0,421010204002011
89,46.9,79,4,2,72,0,421010204002012
73,35.2,63,1,0,56,0,421010204002013
10,11.0,3,1,0,1,0,421010204002014
65,28.4,49,2,0,47,0,421010204003000
2,46.5,2,0,2,0,0,421010004041001
197,28.4,189,13,100,22,50,421010004032004
414,55.1,392,19,282,20,61,421010004032005
8,44.7,8,0,0,0,2,421010004041002
751,70.7,740,22,647,16,40,421010004041003
121,36.8,117,7,58,9,31,421010004041004
73,42.5,66,0,61,0,3,421010004041006
12,21.5,6,3,0,0,0,421010004041007
115,28.5,82,1,0,81,0,421010204003002
76,27.0,39,0,0,38,0,421010204003003
79,30.9,61,3,0,53,0,421010204003004
41,37.6,36,1,2,33,0,421010204003005
44,34.0,39,2,1,35,0,421010204003006
50,40.5,36,5,5,24,1,421010204003007
40,49.0,30,0,0,23,3,421010204003008
70,36.3,56,1,0,48,3,421010204003009
90,32.0,64,0,0,64,0,421010204003010
87,48.5,64,5,0,57,0,421010204003011
119,36.2,89,10,0,75,0,421010204003012
11,32.5,9,1,0,3,2,421010204003013
3,85.5,3,1,0,2,0,421010204003016
105,29.8,80,3,11,63,0,421010247001002
56,25.5,36,4,1,25,3,421010247001000
43,69.9,39,2,29,8,0,421010247001001
106,56.0,99,7,23,64,0,421010247001003
48,37.0,34,2,0,31,0,421010247001004
112,31.3,79,6,3,64,0,421010247001005
169,32.5,131,1,15,106,0,421010247001006
109,32.9,84,4,0,73,0,421010247001007
21,49.3,18,0,5,12,0,421010247001008
126,45.3,97,1,13,80,0,421010247001009
273,36.1,205,5,23,167,0,421010247001010
240,31.0,167,3,21,141,0,421010247001011
14,22.5,10,2,0,7,0,421010247001012
18,37.0,11,2,0,7,0,421010247001013
28,13.7,12,0,1,6,0,421010247001014
26,40.5,20,0,0,18,2,421010247001016
30,29.8,24,2,8,11,0,421010247001017
66,39.2,50,0,0,48,2,421010247001018
108,33.5,92,7,0,82,1,421010247002000
7,28.5,7,4,0,0,3,421010247002001
16,32.5,10,0,3,4,0,421010247002002
29,47.8,29,4,3,19,0,421010247002003
116,40.1,82,11,0,66,0,421010247002004
45,52.2,33,0,0,33,0,421010247002005
13,47.8,11,3,4,1,0,421010247002006
44,30.0,33,0,3,25,0,421010247002007
69,23.6,47,2,0,45,0,421010247002008
419,35.6,323,4,23,289,0,421010247002009
91,30.8,64,0,0,64,0,421010247002010
130,42.5,91,3,3,81,2,421010247002011
125,19.8,67,0,2,64,1,421010247002012
27,25.5,15,0,0,10,0,421010247002013
34,48.7,32,4,3,21,0,421010247002014
94,35.3,55,7,0,46,0,421010279014005
173,30.5,138,0,5,132,0,421010279014002
144,37.8,104,2,0,95,0,421010279014003
138,26.5,98,3,0,81,2,421010279014004
59,32.5,54,1,0,50,0,421010279014007
123,34.6,86,2,2,79,0,421010279014008
75,37.8,60,3,0,57,0,421010279014009
60,25.5,42,2,0,38,0,421010279014010
63,38.5,39,1,0,37,0,421010279014011
84,42.5,61,2,0,54,0,421010279014012
181,44.5,136,6,0,127,0,421010279021000
13,15.5,6,4,1,0,0,421010279021001
48,47.3,39,0,8,23,3,421010279021002
168,39.0,121,1,16,95,1,421010279021003
157,36.6,126,2,0,109,4,421010279021004
110,27.0,93,1,4,73,2,421010279021005
113,29.4,91,2,1,78,7,421010279021006
50,30.0,44,1,11,27,0,421010279021007
54,37.0,38,1,8,28,0,421010279021008
62,43.0,53,5,11,36,1,421010279021009
74,37.0,59,2,11,46,0,421010279021010
244,49.0,221,9,3,205,0,421010279021011
133,25.8,93,6,7,70,0,421010279022000
144,25.1,96,7,0,83,0,421010279022001
121,35.5,93,1,6,86,0,421010279022002
69,34.1,55,1,3,43,2,421010279022003
122,40.5,90,2,4,78,0,421010279022004
76,48.0,62,2,0,59,0,421010279022005
12,21.7,11,1,4,6,0,421010279022006
94,28.4,91,23,39,15,10,421010279022007
17,30.5,14,0,0,14,0,421010279022008
40,38.0,32,0,6,23,3,421010279022009
10,52.7,10,0,2,8,0,421010279022010
64,49.5,55,0,39,9,4,421010331021009
107,30.8,76,7,61,3,1,421010331021006
96,34.0,82,13,57,7,3,421010331021007
93,30.9,69,2,59,5,0,421010331021008
28,33.3,21,6,3,8,1,421010331021010
309,29.6,219,58,59,95,4,421010331021011
138,41.0,105,17,72,9,3,421010331022000
131,40.2,108,22,51,23,4,421010331022001
1395,36.2,1064,28,850,28,93,421010357021000
44,16.3,20,5,8,0,3,421010357021001
295,36.8,229,4,112,19,89,421010357021002
49,50.3,38,5,21,1,10,421010357021003
247,40.4,185,6,114,2,59,421010357021004
268,35.7,205,8,146,6,32,421010357022000
819,34.4,644,16,511,10,49,421010357022001
216,36.0,153,4,116,1,20,421010357022002
680,33.8,493,3,395,9,56,421010357022003
694,37.0,538,28,360,22,109,421010357022004
118,37.4,94,2,66,3,21,421010357022005
95,30.6,88,4,59,1,24,421010004041008
391,28.6,386,16,263,17,72,421010004042000
732,72.6,727,19,655,20,23,421010004042001
482,70.9,467,23,398,20,22,421010004042002
431,30.1,415,18,278,13,88,421010004042003
7,17.3,2,1,0,1,0,421010004043001
709,30.4,683,30,503,21,109,421010004043002
8,28.3,6,3,0,1,0,421010004043004
175,33.1,169,12,103,20,27,421010005001000
11,38.5,10,6,0,3,0,421010005001001
28,40.0,28,3,15,10,0,421010005001004
8,42.0,8,0,1,7,0,421010005001007
12,31.3,9,3,1,5,0,421010005001008
109,33.9,102,1,36,57,6,421010005001009
464,32.3,460,25,266,66,89,421010005001010
1,55.5,1,1,0,0,0,421010005001011
33,51.5,33,1,12,20,0,421010005002000
87,29.4,84,13,48,13,8,421010005003000
35,32.5,28,1,22,0,0,421010025001015
33,32.5,26,9,0,0,10,421010025001014
33,38.5,32,3,26,0,1,421010025001016
83,34.2,74,7,59,2,0,421010025001017
67,41.1,60,6,47,5,1,421010025001018
143,30.5,119,10,99,9,0,421010025002001
97,36.2,83,1,75,0,7,421010025002002
20,28.0,15,2,11,0,0,421010025002003
97,34.8,66,4,49,1,12,421010025002005
19,25.5,12,5,5,0,0,421010025002006
69,55.3,62,3,50,2,7,421010025002007
95,38.5,79,2,71,2,0,421010025002008
53,33.8,44,4,33,2,3,421010025002009
55,33.8,47,0,46,0,0,421010025002010
57,40.2,46,6,32,4,1,421010025002011
32,31.6,25,6,16,0,0,421010025002012
51,61.6,43,1,30,0,5,421010025002013
49,30.4,40,0,39,0,1,421010025002014
43,38.3,38,3,33,1,0,421010025002015
129,46.5,99,10,77,7,0,421010331022002
113,38.8,85,16,62,6,0,421010331022003
171,32.3,114,37,70,2,5,421010331022004
128,27.5,95,16,59,6,4,421010331022005
246,36.1,200,37,102,43,10,421010331022006
72,44.0,59,8,33,17,0,421010331022007
118,31.4,75,15,34,19,5,421010331023000
102,38.0,62,5,50,0,4,421010331023001
95,32.8,69,7,51,4,1,421010331023002
144,33.4,102,22,65,6,0,421010331023003
130,29.3,97,27,53,9,4,421010331023004
134,50.3,115,31,60,12,6,421010331023005
72,21.8,42,11,23,4,1,421010331023006
52,37.0,41,6,21,0,5,421010331023007
128,42.7,94,1,84,5,0,421010331024000
155,31.4,119,14,86,9,4,421010331024001
350,45.0,313,41,235,29,8,421010331024002
78,35.0,53,3,40,0,6,421010331024003
151,49.9,115,9,95,10,1,421010331024004
60,63.3,46,3,35,2,4,421010331024005
89,34.7,75,8,45,11,9,421010331024006
106,49.0,78,1,73,0,4,421010331024007
143,26.8,103,11,84,3,5,421010331024008
127,40.3,96,6,75,2,1,421010331024009
226,34.2,155,12,90,3,46,421010332001000
170,38.0,131,19,61,10,33,421010332001001
531,36.5,398,19,242,11,96,421010357012000
148,45.3,117,9,51,5,50,421010357011010
133,56.9,124,4,91,3,13,421010357011011
236,33.6,172,1,85,6,61,421010357011012
753,28.3,497,26,129,35,223,421010357012001
362,28.8,272,6,83,12,147,421010357012002
212,36.6,148,9,74,10,47,421010357012003
267,38.4,211,1,74,21,105,421010357012004
141,50.5,117,3,43,4,63,421010357012005
162,34.7,127,10,44,12,53,421010357012006
280,45.7,222,7,62,5,139,421010357012007
356,41.2,263,6,214,2,26,421010357022006
274,53.6,236,4,213,5,12,421010358001000
147,39.3,128,3,107,7,7,421010358001001
208,54.3,175,2,124,9,37,421010358001002
124,54.4,97,8,46,5,36,421010358001003
87,58.5,80,3,56,4,16,421010358001004
454,34.3,364,31,164,88,68,421010358001005
107,46.5,86,1,59,3,18,421010358001006
51,33.3,36,0,23,2,7,421010358001007
151,28.5,107,7,68,1,18,421010358001008
235,44.5,178,24,83,0,62,421010358001010
157,46.5,129,3,109,0,17,421010358001011
385,48.9,372,24,283,4,50,421010366003013
332,57.7,319,18,255,23,18,421010366003035
249,33.5,241,20,153,41,15,421010366004000
67,42.3,67,0,42,0,19,421010366004003
27,49.3,20,0,14,3,1,421010366004004
14,43.0,11,1,6,0,4,421010025002016
40,40.5,31,6,18,3,2,421010025002018
114,31.0,92,11,52,18,10,421010025003000
112,27.9,84,16,45,21,0,421010025003001
61,34.3,52,1,33,0,16,421010025003002
96,33.4,77,10,42,7,16,421010025003003
79,51.8,67,1,37,18,10,421010025003004
32,30.5,29,2,4,0,19,421010025003005
91,31.6,66,6,16,32,12,421010025003006
87,35.6,82,7,55,4,8,421010025003007
113,35.4,97,7,77,0,9,421010025003008
126,50.8,94,1,5,76,11,421010060004014
